"","flips","player","result","change","streak","num_Make","prior_makes_3"
"6042","Miss",61,0,1,3036,0,TRUE
"6043","Miss",61,0,0,3036,0,FALSE
"6044","Make",61,1,1,3037,1,FALSE
"6045","Make",61,1,0,3037,2,FALSE
"6046","Make",61,1,0,3037,3,FALSE
"6047","Miss",61,0,1,3038,0,TRUE
"6048","Make",61,1,1,3039,1,FALSE
"6049","Make",61,1,0,3039,2,FALSE
"6050","Miss",61,0,1,3040,0,FALSE
"6051","Miss",61,0,0,3040,0,FALSE
"6052","Make",61,1,1,3041,1,FALSE
"6053","Make",61,1,0,3041,2,FALSE
"6054","Make",61,1,0,3041,3,FALSE
"6055","Make",61,1,0,3041,4,TRUE
"6056","Miss",61,0,1,3042,0,TRUE
"6057","Make",61,1,1,3043,1,FALSE
"6058","Make",61,1,0,3043,2,FALSE
"6059","Miss",61,0,1,3044,0,FALSE
"6060","Make",61,1,1,3045,1,FALSE
"6061","Miss",61,0,1,3046,0,FALSE
"6062","Miss",61,0,0,3046,0,FALSE
"6063","Make",61,1,1,3047,1,FALSE
"6064","Make",61,1,0,3047,2,FALSE
"6065","Make",61,1,0,3047,3,FALSE
"6066","Make",61,1,0,3047,4,TRUE
"6067","Make",61,1,0,3047,5,TRUE
"6068","Make",61,1,0,3047,6,TRUE
"6069","Miss",61,0,1,3048,0,TRUE
"6070","Miss",61,0,0,3048,0,FALSE
"6071","Miss",61,0,0,3048,0,FALSE
"6072","Make",61,1,1,3049,1,FALSE
"6073","Make",61,1,0,3049,2,FALSE
"6074","Make",61,1,0,3049,3,FALSE
"6075","Make",61,1,0,3049,4,TRUE
"6076","Miss",61,0,1,3050,0,TRUE
"6077","Make",61,1,1,3051,1,FALSE
"6078","Miss",61,0,1,3052,0,FALSE
"6079","Make",61,1,1,3053,1,FALSE
"6080","Make",61,1,0,3053,2,FALSE
"6081","Miss",61,0,1,3054,0,FALSE
"6082","Miss",61,0,0,3054,0,FALSE
"6083","Make",61,1,1,3055,1,FALSE
"6084","Make",61,1,0,3055,2,FALSE
"6085","Miss",61,0,1,3056,0,FALSE
"6086","Make",61,1,1,3057,1,FALSE
"6087","Make",61,1,0,3057,2,FALSE
"6088","Miss",61,0,1,3058,0,FALSE
"6089","Miss",61,0,0,3058,0,FALSE
"6090","Miss",61,0,0,3058,0,FALSE
"6091","Miss",61,0,0,3058,0,FALSE
"6092","Make",61,1,1,3059,1,FALSE
"6093","Make",61,1,0,3059,2,FALSE
"6094","Miss",61,0,1,3060,0,FALSE
"6095","Miss",61,0,0,3060,0,FALSE
"6096","Make",61,1,1,3061,1,FALSE
"6097","Miss",61,0,1,3062,0,FALSE
"6098","Miss",61,0,0,3062,0,FALSE
"6099","Make",61,1,1,3063,1,FALSE
"6100","Make",61,1,0,3063,2,FALSE
"6101","Make",62,1,1,3064,1,FALSE
"6102","Make",62,1,0,3064,2,FALSE
"6103","Make",62,1,0,3064,3,FALSE
"6104","Make",62,1,0,3064,4,TRUE
"6105","Miss",62,0,1,3065,0,TRUE
"6106","Miss",62,0,0,3065,0,FALSE
"6107","Make",62,1,1,3066,1,FALSE
"6108","Make",62,1,0,3066,2,FALSE
"6109","Miss",62,0,1,3067,0,FALSE
"6110","Make",62,1,1,3068,1,FALSE
"6111","Miss",62,0,1,3069,0,FALSE
"6112","Miss",62,0,0,3069,0,FALSE
"6113","Make",62,1,1,3070,1,FALSE
"6114","Make",62,1,0,3070,2,FALSE
"6115","Miss",62,0,1,3071,0,FALSE
"6116","Miss",62,0,0,3071,0,FALSE
"6117","Miss",62,0,0,3071,0,FALSE
"6118","Make",62,1,1,3072,1,FALSE
"6119","Miss",62,0,1,3073,0,FALSE
"6120","Miss",62,0,0,3073,0,FALSE
"6121","Make",62,1,1,3074,1,FALSE
"6122","Miss",62,0,1,3075,0,FALSE
"6123","Make",62,1,1,3076,1,FALSE
"6124","Miss",62,0,1,3077,0,FALSE
"6125","Miss",62,0,0,3077,0,FALSE
"6126","Make",62,1,1,3078,1,FALSE
"6127","Make",62,1,0,3078,2,FALSE
"6128","Miss",62,0,1,3079,0,FALSE
"6129","Make",62,1,1,3080,1,FALSE
"6130","Make",62,1,0,3080,2,FALSE
"6131","Make",62,1,0,3080,3,FALSE
"6132","Miss",62,0,1,3081,0,TRUE
"6133","Miss",62,0,0,3081,0,FALSE
"6134","Make",62,1,1,3082,1,FALSE
"6135","Miss",62,0,1,3083,0,FALSE
"6136","Make",62,1,1,3084,1,FALSE
"6137","Make",62,1,0,3084,2,FALSE
"6138","Miss",62,0,1,3085,0,FALSE
"6139","Miss",62,0,0,3085,0,FALSE
"6140","Make",62,1,1,3086,1,FALSE
"6141","Miss",62,0,1,3087,0,FALSE
"6142","Make",62,1,1,3088,1,FALSE
"6143","Make",62,1,0,3088,2,FALSE
"6144","Make",62,1,0,3088,3,FALSE
"6145","Make",62,1,0,3088,4,TRUE
"6146","Make",62,1,0,3088,5,TRUE
"6147","Miss",62,0,1,3089,0,TRUE
"6148","Make",62,1,1,3090,1,FALSE
"6149","Miss",62,0,1,3091,0,FALSE
"6150","Make",62,1,1,3092,1,FALSE
"6151","Make",62,1,0,3092,2,FALSE
"6152","Make",62,1,0,3092,3,FALSE
"6153","Make",62,1,0,3092,4,TRUE
"6154","Make",62,1,0,3092,5,TRUE
"6155","Make",62,1,0,3092,6,TRUE
"6156","Miss",62,0,1,3093,0,TRUE
"6157","Miss",62,0,0,3093,0,FALSE
"6158","Make",62,1,1,3094,1,FALSE
"6159","Make",62,1,0,3094,2,FALSE
"6160","Miss",62,0,1,3095,0,FALSE
"6161","Miss",62,0,0,3095,0,FALSE
"6162","Miss",62,0,0,3095,0,FALSE
"6163","Miss",62,0,0,3095,0,FALSE
"6164","Miss",62,0,0,3095,0,FALSE
"6165","Make",62,1,1,3096,1,FALSE
"6166","Miss",62,0,1,3097,0,FALSE
"6167","Miss",62,0,0,3097,0,FALSE
"6168","Miss",62,0,0,3097,0,FALSE
"6169","Make",62,1,1,3098,1,FALSE
"6170","Make",62,1,0,3098,2,FALSE
"6171","Make",62,1,0,3098,3,FALSE
"6172","Make",62,1,0,3098,4,TRUE
"6173","Miss",62,0,1,3099,0,TRUE
"6174","Miss",62,0,0,3099,0,FALSE
"6175","Make",62,1,1,3100,1,FALSE
"6176","Miss",62,0,1,3101,0,FALSE
"6177","Miss",62,0,0,3101,0,FALSE
"6178","Make",62,1,1,3102,1,FALSE
"6179","Miss",62,0,1,3103,0,FALSE
"6180","Miss",62,0,0,3103,0,FALSE
"6181","Miss",62,0,0,3103,0,FALSE
"6182","Make",62,1,1,3104,1,FALSE
"6183","Make",62,1,0,3104,2,FALSE
"6184","Make",62,1,0,3104,3,FALSE
"6185","Miss",62,0,1,3105,0,TRUE
"6186","Make",62,1,1,3106,1,FALSE
"6187","Make",62,1,0,3106,2,FALSE
"6188","Miss",62,0,1,3107,0,FALSE
"6189","Make",62,1,1,3108,1,FALSE
"6190","Miss",62,0,1,3109,0,FALSE
"6191","Miss",62,0,0,3109,0,FALSE
"6192","Miss",62,0,0,3109,0,FALSE
"6193","Miss",62,0,0,3109,0,FALSE
"6194","Make",62,1,1,3110,1,FALSE
"6195","Miss",62,0,1,3111,0,FALSE
"6196","Miss",62,0,0,3111,0,FALSE
"6197","Miss",62,0,0,3111,0,FALSE
"6198","Make",62,1,1,3112,1,FALSE
"6199","Miss",62,0,1,3113,0,FALSE
"6200","Make",62,1,1,3114,1,FALSE
"6201","Make",63,1,1,3115,1,FALSE
"6202","Miss",63,0,1,3116,0,FALSE
"6203","Make",63,1,1,3117,1,FALSE
"6204","Miss",63,0,1,3118,0,FALSE
"6205","Make",63,1,1,3119,1,FALSE
"6206","Make",63,1,0,3119,2,FALSE
"6207","Make",63,1,0,3119,3,FALSE
"6208","Make",63,1,0,3119,4,TRUE
"6209","Miss",63,0,1,3120,0,TRUE
"6210","Make",63,1,1,3121,1,FALSE
"6211","Make",63,1,0,3121,2,FALSE
"6212","Miss",63,0,1,3122,0,FALSE
"6213","Miss",63,0,0,3122,0,FALSE
"6214","Miss",63,0,0,3122,0,FALSE
"6215","Make",63,1,1,3123,1,FALSE
"6216","Miss",63,0,1,3124,0,FALSE
"6217","Make",63,1,1,3125,1,FALSE
"6218","Make",63,1,0,3125,2,FALSE
"6219","Miss",63,0,1,3126,0,FALSE
"6220","Make",63,1,1,3127,1,FALSE
"6221","Make",63,1,0,3127,2,FALSE
"6222","Miss",63,0,1,3128,0,FALSE
"6223","Miss",63,0,0,3128,0,FALSE
"6224","Miss",63,0,0,3128,0,FALSE
"6225","Make",63,1,1,3129,1,FALSE
"6226","Miss",63,0,1,3130,0,FALSE
"6227","Miss",63,0,0,3130,0,FALSE
"6228","Miss",63,0,0,3130,0,FALSE
"6229","Make",63,1,1,3131,1,FALSE
"6230","Make",63,1,0,3131,2,FALSE
"6231","Miss",63,0,1,3132,0,FALSE
"6232","Make",63,1,1,3133,1,FALSE
"6233","Make",63,1,0,3133,2,FALSE
"6234","Make",63,1,0,3133,3,FALSE
"6235","Miss",63,0,1,3134,0,TRUE
"6236","Miss",63,0,0,3134,0,FALSE
"6237","Make",63,1,1,3135,1,FALSE
"6238","Miss",63,0,1,3136,0,FALSE
"6239","Miss",63,0,0,3136,0,FALSE
"6240","Make",63,1,1,3137,1,FALSE
"6241","Make",63,1,0,3137,2,FALSE
"6242","Miss",63,0,1,3138,0,FALSE
"6243","Make",63,1,1,3139,1,FALSE
"6244","Miss",63,0,1,3140,0,FALSE
"6245","Make",63,1,1,3141,1,FALSE
"6246","Miss",63,0,1,3142,0,FALSE
"6247","Make",63,1,1,3143,1,FALSE
"6248","Miss",63,0,1,3144,0,FALSE
"6249","Miss",63,0,0,3144,0,FALSE
"6250","Make",63,1,1,3145,1,FALSE
"6251","Miss",63,0,1,3146,0,FALSE
"6252","Make",63,1,1,3147,1,FALSE
"6253","Make",63,1,0,3147,2,FALSE
"6254","Make",63,1,0,3147,3,FALSE
"6255","Make",63,1,0,3147,4,TRUE
"6256","Make",63,1,0,3147,5,TRUE
"6257","Miss",63,0,1,3148,0,TRUE
"6258","Make",63,1,1,3149,1,FALSE
"6259","Miss",63,0,1,3150,0,FALSE
"6260","Make",63,1,1,3151,1,FALSE
"6261","Make",63,1,0,3151,2,FALSE
"6262","Miss",63,0,1,3152,0,FALSE
"6263","Make",63,1,1,3153,1,FALSE
"6264","Miss",63,0,1,3154,0,FALSE
"6265","Make",63,1,1,3155,1,FALSE
"6266","Miss",63,0,1,3156,0,FALSE
"6267","Miss",63,0,0,3156,0,FALSE
"6268","Make",63,1,1,3157,1,FALSE
"6269","Make",63,1,0,3157,2,FALSE
"6270","Make",63,1,0,3157,3,FALSE
"6271","Make",63,1,0,3157,4,TRUE
"6272","Miss",63,0,1,3158,0,TRUE
"6273","Miss",63,0,0,3158,0,FALSE
"6274","Miss",63,0,0,3158,0,FALSE
"6275","Miss",63,0,0,3158,0,FALSE
"6276","Miss",63,0,0,3158,0,FALSE
"6277","Make",63,1,1,3159,1,FALSE
"6278","Miss",63,0,1,3160,0,FALSE
"6279","Make",63,1,1,3161,1,FALSE
"6280","Make",63,1,0,3161,2,FALSE
"6281","Miss",63,0,1,3162,0,FALSE
"6282","Make",63,1,1,3163,1,FALSE
"6283","Make",63,1,0,3163,2,FALSE
"6284","Miss",63,0,1,3164,0,FALSE
"6285","Make",63,1,1,3165,1,FALSE
"6286","Miss",63,0,1,3166,0,FALSE
"6287","Miss",63,0,0,3166,0,FALSE
"6288","Miss",63,0,0,3166,0,FALSE
"6289","Miss",63,0,0,3166,0,FALSE
"6290","Miss",63,0,0,3166,0,FALSE
"6291","Make",63,1,1,3167,1,FALSE
"6292","Make",63,1,0,3167,2,FALSE
"6293","Make",63,1,0,3167,3,FALSE
"6294","Miss",63,0,1,3168,0,TRUE
"6295","Make",63,1,1,3169,1,FALSE
"6296","Make",63,1,0,3169,2,FALSE
"6297","Miss",63,0,1,3170,0,FALSE
"6298","Make",63,1,1,3171,1,FALSE
"6299","Miss",63,0,1,3172,0,FALSE
"6300","Miss",63,0,0,3172,0,FALSE
"6301","Make",64,1,1,3173,1,FALSE
"6302","Miss",64,0,1,3174,0,FALSE
"6303","Make",64,1,1,3175,1,FALSE
"6304","Miss",64,0,1,3176,0,FALSE
"6305","Miss",64,0,0,3176,0,FALSE
"6306","Miss",64,0,0,3176,0,FALSE
"6307","Make",64,1,1,3177,1,FALSE
"6308","Make",64,1,0,3177,2,FALSE
"6309","Make",64,1,0,3177,3,FALSE
"6310","Miss",64,0,1,3178,0,TRUE
"6311","Miss",64,0,0,3178,0,FALSE
"6312","Miss",64,0,0,3178,0,FALSE
"6313","Make",64,1,1,3179,1,FALSE
"6314","Miss",64,0,1,3180,0,FALSE
"6315","Miss",64,0,0,3180,0,FALSE
"6316","Make",64,1,1,3181,1,FALSE
"6317","Miss",64,0,1,3182,0,FALSE
"6318","Make",64,1,1,3183,1,FALSE
"6319","Miss",64,0,1,3184,0,FALSE
"6320","Make",64,1,1,3185,1,FALSE
"6321","Make",64,1,0,3185,2,FALSE
"6322","Miss",64,0,1,3186,0,FALSE
"6323","Miss",64,0,0,3186,0,FALSE
"6324","Make",64,1,1,3187,1,FALSE
"6325","Miss",64,0,1,3188,0,FALSE
"6326","Miss",64,0,0,3188,0,FALSE
"6327","Miss",64,0,0,3188,0,FALSE
"6328","Make",64,1,1,3189,1,FALSE
"6329","Miss",64,0,1,3190,0,FALSE
"6330","Make",64,1,1,3191,1,FALSE
"6331","Make",64,1,0,3191,2,FALSE
"6332","Miss",64,0,1,3192,0,FALSE
"6333","Make",64,1,1,3193,1,FALSE
"6334","Make",64,1,0,3193,2,FALSE
"6335","Make",64,1,0,3193,3,FALSE
"6336","Miss",64,0,1,3194,0,TRUE
"6337","Make",64,1,1,3195,1,FALSE
"6338","Make",64,1,0,3195,2,FALSE
"6339","Miss",64,0,1,3196,0,FALSE
"6340","Miss",64,0,0,3196,0,FALSE
"6341","Miss",64,0,0,3196,0,FALSE
"6342","Make",64,1,1,3197,1,FALSE
"6343","Miss",64,0,1,3198,0,FALSE
"6344","Miss",64,0,0,3198,0,FALSE
"6345","Miss",64,0,0,3198,0,FALSE
"6346","Miss",64,0,0,3198,0,FALSE
"6347","Miss",64,0,0,3198,0,FALSE
"6348","Miss",64,0,0,3198,0,FALSE
"6349","Make",64,1,1,3199,1,FALSE
"6350","Make",64,1,0,3199,2,FALSE
"6351","Make",64,1,0,3199,3,FALSE
"6352","Miss",64,0,1,3200,0,TRUE
"6353","Miss",64,0,0,3200,0,FALSE
"6354","Miss",64,0,0,3200,0,FALSE
"6355","Miss",64,0,0,3200,0,FALSE
"6356","Miss",64,0,0,3200,0,FALSE
"6357","Miss",64,0,0,3200,0,FALSE
"6358","Miss",64,0,0,3200,0,FALSE
"6359","Make",64,1,1,3201,1,FALSE
"6360","Miss",64,0,1,3202,0,FALSE
"6361","Miss",64,0,0,3202,0,FALSE
"6362","Miss",64,0,0,3202,0,FALSE
"6363","Make",64,1,1,3203,1,FALSE
"6364","Miss",64,0,1,3204,0,FALSE
"6365","Miss",64,0,0,3204,0,FALSE
"6366","Miss",64,0,0,3204,0,FALSE
"6367","Make",64,1,1,3205,1,FALSE
"6368","Make",64,1,0,3205,2,FALSE
"6369","Make",64,1,0,3205,3,FALSE
"6370","Miss",64,0,1,3206,0,TRUE
"6371","Miss",64,0,0,3206,0,FALSE
"6372","Make",64,1,1,3207,1,FALSE
"6373","Miss",64,0,1,3208,0,FALSE
"6374","Make",64,1,1,3209,1,FALSE
"6375","Make",64,1,0,3209,2,FALSE
"6376","Make",64,1,0,3209,3,FALSE
"6377","Make",64,1,0,3209,4,TRUE
"6378","Miss",64,0,1,3210,0,TRUE
"6379","Make",64,1,1,3211,1,FALSE
"6380","Miss",64,0,1,3212,0,FALSE
"6381","Make",64,1,1,3213,1,FALSE
"6382","Make",64,1,0,3213,2,FALSE
"6383","Miss",64,0,1,3214,0,FALSE
"6384","Miss",64,0,0,3214,0,FALSE
"6385","Miss",64,0,0,3214,0,FALSE
"6386","Make",64,1,1,3215,1,FALSE
"6387","Make",64,1,0,3215,2,FALSE
"6388","Make",64,1,0,3215,3,FALSE
"6389","Make",64,1,0,3215,4,TRUE
"6390","Miss",64,0,1,3216,0,TRUE
"6391","Make",64,1,1,3217,1,FALSE
"6392","Miss",64,0,1,3218,0,FALSE
"6393","Miss",64,0,0,3218,0,FALSE
"6394","Make",64,1,1,3219,1,FALSE
"6395","Make",64,1,0,3219,2,FALSE
"6396","Make",64,1,0,3219,3,FALSE
"6397","Make",64,1,0,3219,4,TRUE
"6398","Miss",64,0,1,3220,0,TRUE
"6399","Miss",64,0,0,3220,0,FALSE
"6400","Miss",64,0,0,3220,0,FALSE
"6401","Miss",65,0,1,3221,0,FALSE
"6402","Miss",65,0,0,3221,0,FALSE
"6403","Miss",65,0,0,3221,0,FALSE
"6404","Miss",65,0,0,3221,0,FALSE
"6405","Miss",65,0,0,3221,0,FALSE
"6406","Miss",65,0,0,3221,0,FALSE
"6407","Miss",65,0,0,3221,0,FALSE
"6408","Make",65,1,1,3222,1,FALSE
"6409","Miss",65,0,1,3223,0,FALSE
"6410","Miss",65,0,0,3223,0,FALSE
"6411","Miss",65,0,0,3223,0,FALSE
"6412","Make",65,1,1,3224,1,FALSE
"6413","Make",65,1,0,3224,2,FALSE
"6414","Make",65,1,0,3224,3,FALSE
"6415","Miss",65,0,1,3225,0,TRUE
"6416","Miss",65,0,0,3225,0,FALSE
"6417","Make",65,1,1,3226,1,FALSE
"6418","Make",65,1,0,3226,2,FALSE
"6419","Miss",65,0,1,3227,0,FALSE
"6420","Make",65,1,1,3228,1,FALSE
"6421","Make",65,1,0,3228,2,FALSE
"6422","Miss",65,0,1,3229,0,FALSE
"6423","Miss",65,0,0,3229,0,FALSE
"6424","Miss",65,0,0,3229,0,FALSE
"6425","Make",65,1,1,3230,1,FALSE
"6426","Make",65,1,0,3230,2,FALSE
"6427","Miss",65,0,1,3231,0,FALSE
"6428","Make",65,1,1,3232,1,FALSE
"6429","Miss",65,0,1,3233,0,FALSE
"6430","Miss",65,0,0,3233,0,FALSE
"6431","Miss",65,0,0,3233,0,FALSE
"6432","Miss",65,0,0,3233,0,FALSE
"6433","Miss",65,0,0,3233,0,FALSE
"6434","Miss",65,0,0,3233,0,FALSE
"6435","Make",65,1,1,3234,1,FALSE
"6436","Make",65,1,0,3234,2,FALSE
"6437","Miss",65,0,1,3235,0,FALSE
"6438","Make",65,1,1,3236,1,FALSE
"6439","Make",65,1,0,3236,2,FALSE
"6440","Make",65,1,0,3236,3,FALSE
"6441","Miss",65,0,1,3237,0,TRUE
"6442","Miss",65,0,0,3237,0,FALSE
"6443","Make",65,1,1,3238,1,FALSE
"6444","Make",65,1,0,3238,2,FALSE
"6445","Make",65,1,0,3238,3,FALSE
"6446","Miss",65,0,1,3239,0,TRUE
"6447","Make",65,1,1,3240,1,FALSE
"6448","Miss",65,0,1,3241,0,FALSE
"6449","Make",65,1,1,3242,1,FALSE
"6450","Miss",65,0,1,3243,0,FALSE
"6451","Miss",65,0,0,3243,0,FALSE
"6452","Make",65,1,1,3244,1,FALSE
"6453","Miss",65,0,1,3245,0,FALSE
"6454","Miss",65,0,0,3245,0,FALSE
"6455","Make",65,1,1,3246,1,FALSE
"6456","Miss",65,0,1,3247,0,FALSE
"6457","Miss",65,0,0,3247,0,FALSE
"6458","Miss",65,0,0,3247,0,FALSE
"6459","Make",65,1,1,3248,1,FALSE
"6460","Make",65,1,0,3248,2,FALSE
"6461","Miss",65,0,1,3249,0,FALSE
"6462","Make",65,1,1,3250,1,FALSE
"6463","Make",65,1,0,3250,2,FALSE
"6464","Miss",65,0,1,3251,0,FALSE
"6465","Make",65,1,1,3252,1,FALSE
"6466","Make",65,1,0,3252,2,FALSE
"6467","Miss",65,0,1,3253,0,FALSE
"6468","Miss",65,0,0,3253,0,FALSE
"6469","Miss",65,0,0,3253,0,FALSE
"6470","Make",65,1,1,3254,1,FALSE
"6471","Miss",65,0,1,3255,0,FALSE
"6472","Miss",65,0,0,3255,0,FALSE
"6473","Miss",65,0,0,3255,0,FALSE
"6474","Make",65,1,1,3256,1,FALSE
"6475","Make",65,1,0,3256,2,FALSE
"6476","Miss",65,0,1,3257,0,FALSE
"6477","Miss",65,0,0,3257,0,FALSE
"6478","Miss",65,0,0,3257,0,FALSE
"6479","Miss",65,0,0,3257,0,FALSE
"6480","Make",65,1,1,3258,1,FALSE
"6481","Miss",65,0,1,3259,0,FALSE
"6482","Miss",65,0,0,3259,0,FALSE
"6483","Miss",65,0,0,3259,0,FALSE
"6484","Make",65,1,1,3260,1,FALSE
"6485","Make",65,1,0,3260,2,FALSE
"6486","Make",65,1,0,3260,3,FALSE
"6487","Miss",65,0,1,3261,0,TRUE
"6488","Make",65,1,1,3262,1,FALSE
"6489","Miss",65,0,1,3263,0,FALSE
"6490","Make",65,1,1,3264,1,FALSE
"6491","Miss",65,0,1,3265,0,FALSE
"6492","Make",65,1,1,3266,1,FALSE
"6493","Make",65,1,0,3266,2,FALSE
"6494","Make",65,1,0,3266,3,FALSE
"6495","Make",65,1,0,3266,4,TRUE
"6496","Make",65,1,0,3266,5,TRUE
"6497","Make",65,1,0,3266,6,TRUE
"6498","Make",65,1,0,3266,7,TRUE
"6499","Make",65,1,0,3266,8,TRUE
"6500","Make",65,1,0,3266,9,TRUE
"6501","Miss",66,0,1,3267,0,FALSE
"6502","Make",66,1,1,3268,1,FALSE
"6503","Miss",66,0,1,3269,0,FALSE
"6504","Make",66,1,1,3270,1,FALSE
"6505","Miss",66,0,1,3271,0,FALSE
"6506","Make",66,1,1,3272,1,FALSE
"6507","Make",66,1,0,3272,2,FALSE
"6508","Make",66,1,0,3272,3,FALSE
"6509","Make",66,1,0,3272,4,TRUE
"6510","Miss",66,0,1,3273,0,TRUE
"6511","Miss",66,0,0,3273,0,FALSE
"6512","Make",66,1,1,3274,1,FALSE
"6513","Make",66,1,0,3274,2,FALSE
"6514","Make",66,1,0,3274,3,FALSE
"6515","Miss",66,0,1,3275,0,TRUE
"6516","Make",66,1,1,3276,1,FALSE
"6517","Miss",66,0,1,3277,0,FALSE
"6518","Make",66,1,1,3278,1,FALSE
"6519","Miss",66,0,1,3279,0,FALSE
"6520","Miss",66,0,0,3279,0,FALSE
"6521","Make",66,1,1,3280,1,FALSE
"6522","Make",66,1,0,3280,2,FALSE
"6523","Miss",66,0,1,3281,0,FALSE
"6524","Miss",66,0,0,3281,0,FALSE
"6525","Make",66,1,1,3282,1,FALSE
"6526","Make",66,1,0,3282,2,FALSE
"6527","Make",66,1,0,3282,3,FALSE
"6528","Make",66,1,0,3282,4,TRUE
"6529","Make",66,1,0,3282,5,TRUE
"6530","Make",66,1,0,3282,6,TRUE
"6531","Miss",66,0,1,3283,0,TRUE
"6532","Make",66,1,1,3284,1,FALSE
"6533","Make",66,1,0,3284,2,FALSE
"6534","Miss",66,0,1,3285,0,FALSE
"6535","Make",66,1,1,3286,1,FALSE
"6536","Miss",66,0,1,3287,0,FALSE
"6537","Make",66,1,1,3288,1,FALSE
"6538","Make",66,1,0,3288,2,FALSE
"6539","Make",66,1,0,3288,3,FALSE
"6540","Miss",66,0,1,3289,0,TRUE
"6541","Make",66,1,1,3290,1,FALSE
"6542","Make",66,1,0,3290,2,FALSE
"6543","Make",66,1,0,3290,3,FALSE
"6544","Make",66,1,0,3290,4,TRUE
"6545","Make",66,1,0,3290,5,TRUE
"6546","Make",66,1,0,3290,6,TRUE
"6547","Make",66,1,0,3290,7,TRUE
"6548","Miss",66,0,1,3291,0,TRUE
"6549","Miss",66,0,0,3291,0,FALSE
"6550","Make",66,1,1,3292,1,FALSE
"6551","Make",66,1,0,3292,2,FALSE
"6552","Make",66,1,0,3292,3,FALSE
"6553","Make",66,1,0,3292,4,TRUE
"6554","Miss",66,0,1,3293,0,TRUE
"6555","Make",66,1,1,3294,1,FALSE
"6556","Make",66,1,0,3294,2,FALSE
"6557","Make",66,1,0,3294,3,FALSE
"6558","Make",66,1,0,3294,4,TRUE
"6559","Miss",66,0,1,3295,0,TRUE
"6560","Make",66,1,1,3296,1,FALSE
"6561","Make",66,1,0,3296,2,FALSE
"6562","Make",66,1,0,3296,3,FALSE
"6563","Make",66,1,0,3296,4,TRUE
"6564","Make",66,1,0,3296,5,TRUE
"6565","Make",66,1,0,3296,6,TRUE
"6566","Make",66,1,0,3296,7,TRUE
"6567","Miss",66,0,1,3297,0,TRUE
"6568","Miss",66,0,0,3297,0,FALSE
"6569","Miss",66,0,0,3297,0,FALSE
"6570","Make",66,1,1,3298,1,FALSE
"6571","Miss",66,0,1,3299,0,FALSE
"6572","Make",66,1,1,3300,1,FALSE
"6573","Miss",66,0,1,3301,0,FALSE
"6574","Make",66,1,1,3302,1,FALSE
"6575","Make",66,1,0,3302,2,FALSE
"6576","Miss",66,0,1,3303,0,FALSE
"6577","Miss",66,0,0,3303,0,FALSE
"6578","Make",66,1,1,3304,1,FALSE
"6579","Miss",66,0,1,3305,0,FALSE
"6580","Miss",66,0,0,3305,0,FALSE
"6581","Miss",66,0,0,3305,0,FALSE
"6582","Miss",66,0,0,3305,0,FALSE
"6583","Miss",66,0,0,3305,0,FALSE
"6584","Miss",66,0,0,3305,0,FALSE
"6585","Miss",66,0,0,3305,0,FALSE
"6586","Miss",66,0,0,3305,0,FALSE
"6587","Make",66,1,1,3306,1,FALSE
"6588","Make",66,1,0,3306,2,FALSE
"6589","Make",66,1,0,3306,3,FALSE
"6590","Miss",66,0,1,3307,0,TRUE
"6591","Miss",66,0,0,3307,0,FALSE
"6592","Make",66,1,1,3308,1,FALSE
"6593","Make",66,1,0,3308,2,FALSE
"6594","Miss",66,0,1,3309,0,FALSE
"6595","Miss",66,0,0,3309,0,FALSE
"6596","Miss",66,0,0,3309,0,FALSE
"6597","Make",66,1,1,3310,1,FALSE
"6598","Make",66,1,0,3310,2,FALSE
"6599","Miss",66,0,1,3311,0,FALSE
"6600","Make",66,1,1,3312,1,FALSE
"6601","Make",67,1,1,3313,1,FALSE
"6602","Miss",67,0,1,3314,0,FALSE
"6603","Make",67,1,1,3315,1,FALSE
"6604","Miss",67,0,1,3316,0,FALSE
"6605","Miss",67,0,0,3316,0,FALSE
"6606","Make",67,1,1,3317,1,FALSE
"6607","Make",67,1,0,3317,2,FALSE
"6608","Miss",67,0,1,3318,0,FALSE
"6609","Make",67,1,1,3319,1,FALSE
"6610","Miss",67,0,1,3320,0,FALSE
"6611","Make",67,1,1,3321,1,FALSE
"6612","Miss",67,0,1,3322,0,FALSE
"6613","Miss",67,0,0,3322,0,FALSE
"6614","Make",67,1,1,3323,1,FALSE
"6615","Make",67,1,0,3323,2,FALSE
"6616","Miss",67,0,1,3324,0,FALSE
"6617","Miss",67,0,0,3324,0,FALSE
"6618","Miss",67,0,0,3324,0,FALSE
"6619","Make",67,1,1,3325,1,FALSE
"6620","Miss",67,0,1,3326,0,FALSE
"6621","Miss",67,0,0,3326,0,FALSE
"6622","Make",67,1,1,3327,1,FALSE
"6623","Miss",67,0,1,3328,0,FALSE
"6624","Make",67,1,1,3329,1,FALSE
"6625","Make",67,1,0,3329,2,FALSE
"6626","Make",67,1,0,3329,3,FALSE
"6627","Miss",67,0,1,3330,0,TRUE
"6628","Make",67,1,1,3331,1,FALSE
"6629","Miss",67,0,1,3332,0,FALSE
"6630","Make",67,1,1,3333,1,FALSE
"6631","Make",67,1,0,3333,2,FALSE
"6632","Make",67,1,0,3333,3,FALSE
"6633","Make",67,1,0,3333,4,TRUE
"6634","Make",67,1,0,3333,5,TRUE
"6635","Miss",67,0,1,3334,0,TRUE
"6636","Miss",67,0,0,3334,0,FALSE
